StudentID,Course,StudyHours,SleepHours,PlayHours,Marks
662,BCA,7.05,8.08,3.39,72
663,BCom,7.82,7.03,2.51,83
664,BCom,7.75,5.59,2.47,80
665,BSc_CS,5.45,5.27,1.85,57
666,BBA,5.8,8.45,2.39,66
667,BCA,7.83,5.29,1.36,89
668,BSc_Math,6.57,6.54,3.79,70
669,BA_English,4.41,7.52,2.38,50
670,BBA,1.08,4.39,2.56,9
671,BSc_CS,3.96,7.66,2.93,45
672,BCom,2.11,7.83,2.83,31
673,BCA,7.8,8.76,1.15,88
674,BSc_Math,6.73,7.51,3.78,66
675,BSc_Math,2.11,8.36,1.16,34
676,BCA,2.5,8.05,1.35,39
677,BSc_Math,6.45,5.71,3.73,67
678,BSc_CS,1.86,5.21,1.04,25
679,BBA,4.82,7.61,1.99,59
680,BBA,3.75,4.7,3.36,41
681,BCom,4.06,4.08,1.59,44
682,BA_English,1.83,5.24,3.56,13
683,BBA,3.61,8.64,3.02,46
684,BSc_Math,5.95,6.32,3.6,60
685,BA_English,3.88,7.73,3.35,48
686,BSc_CS,2.31,5.18,1.79,32
687,BCA,5.12,7.77,3.43,61
688,BA_English,1.0,7.75,3.74,12
689,BCA,1.3,5.41,2.31,20
690,BA_English,1.08,4.98,3.32,11
691,BCom,7.58,6.07,3.71,72
692,BCom,7.4,8.5,1.75,81
693,BCA,2.48,5.5,1.28,29
694,BBA,4.74,6.03,1.07,60
695,BCom,1.05,5.16,1.69,16
696,BSc_Math,2.11,5.97,2.0,31
697,BCA,6.26,8.25,3.85,63
698,BA_English,3.32,5.19,2.76,34
699,BCA,5.45,7.84,2.92,56
700,BCom,1.25,4.1,2.82,9
701,BBA,2.0,7.48,0.83,35
702,BBA,4.22,8.63,0.75,52
703,BSc_CS,2.59,8.27,2.17,39
704,BCom,2.87,6.63,2.42,33
705,BSc_CS,4.11,7.16,1.27,52
706,BCom,5.99,8.55,2.85,67
707,BA_English,5.68,4.42,3.34,59
708,BCA,4.21,6.39,1.42,54
709,BBA,3.76,8.61,2.99,42
710,BSc_CS,7.69,7.27,1.7,89
711,BSc_CS,5.29,4.01,1.65,58
712,BBA,3.55,5.74,0.5,41
713,BA_English,5.98,7.49,2.06,70
714,BBA,1.28,4.6,3.27,12
715,BCA,2.28,5.24,3.66,22
716,BSc_CS,1.86,8.06,3.66,21
717,BSc_CS,3.14,8.65,0.91,50
718,BCA,1.88,6.36,2.21,27
719,BBA,2.99,6.27,1.1,35
720,BSc_CS,7.94,7.19,1.26,88
721,BSc_Math,6.51,6.02,1.19,71
722,BCA,6.65,5.5,1.31,77
723,BA_English,2.42,8.22,3.87,28
724,BSc_Math,6.94,4.49,2.85,71
725,BSc_Math,5.64,7.98,3.81,59
726,BCom,7.93,6.4,0.98,89
727,BBA,4.03,5.94,3.66,37
728,BSc_CS,1.11,6.43,3.28,14
729,BSc_CS,1.3,5.24,1.13,19
730,BSc_CS,4.58,7.62,0.61,60
731,BCom,2.46,8.73,1.83,36
732,BCom,6.37,7.11,0.55,75
733,BCA,4.39,6.14,3.36,43
734,BA_English,7.84,7.15,1.66,86
735,BCom,4.1,6.67,3.27,48
736,BBA,7.52,5.01,3.46,73
737,BCom,7.34,8.92,0.72,91
738,BSc_Math,2.33,4.22,3.99,21
739,BBA,5.5,5.09,3.62,57
740,BCA,4.2,7.3,1.11,55
741,BCA,3.44,7.42,1.39,40
742,BCA,3.86,7.93,0.57,50
743,BCA,1.17,6.9,0.54,27
744,BBA,7.1,5.14,1.48,77
745,BCA,4.75,8.15,2.77,59
746,BBA,5.48,7.41,0.95,71
747,BA_English,3.43,7.25,0.75,50
748,BBA,2.7,5.96,1.62,38
749,BCom,7.21,4.93,3.77,65
750,BA_English,7.17,8.24,3.83,73
751,BCom,4.52,7.65,3.55,48
752,BSc_CS,2.02,6.21,2.28,28
753,BA_English,7.12,4.9,1.63,74
754,BCA,1.19,6.0,1.49,18
755,BCom,1.85,8.72,3.39,30
756,BA_English,3.63,6.11,2.95,36
757,BSc_CS,1.99,6.79,1.27,26
758,BSc_Math,6.02,7.65,0.51,73
759,BCA,5.07,5.17,1.72,51
760,BSc_Math,5.47,5.93,3.26,52
761,BA_English,3.16,6.33,2.53,34
762,BSc_Math,3.5,6.66,2.61,35
763,BSc_CS,3.61,8.18,1.56,44
764,BSc_CS,7.06,4.37,2.76,67
765,BSc_Math,2.67,7.14,2.38,34
766,BA_English,4.58,7.28,0.83,56
767,BSc_CS,2.99,6.14,1.17,33
768,BCA,4.17,5.26,2.91,42
769,BCA,3.16,8.69,1.08,44
770,BSc_CS,3.23,5.45,1.44,40
771,BBA,1.89,8.67,2.25,30
772,BSc_CS,5.29,8.71,2.75,58
773,BA_English,7.48,4.18,1.32,80
774,BCA,1.48,6.74,3.31,15
775,BBA,1.39,7.43,1.34,23
776,BSc_Math,5.79,5.65,3.63,54
777,BCA,7.78,8.25,3.16,88
778,BA_English,4.49,8.65,3.75,48
779,BA_English,3.46,4.31,0.88,43
780,BCA,4.14,6.02,0.58,54
781,BBA,6.7,7.29,3.0,76
782,BA_English,7.71,8.79,2.12,85
783,BCom,1.06,8.26,1.83,20
784,BCom,7.23,4.39,1.21,81
785,BSc_CS,5.3,8.6,3.46,63
786,BSc_CS,6.78,7.41,1.59,74
787,BCom,2.33,6.07,1.05,29
788,BCA,2.93,7.88,1.55,38
789,BBA,1.01,5.64,3.49,6
790,BSc_Math,2.36,5.06,2.05,27
791,BCom,2.52,6.24,1.64,32
792,BSc_CS,6.24,7.14,1.47,71
793,BCA,6.94,4.33,3.57,65
794,BSc_Math,2.47,4.07,1.94,24
795,BCA,6.02,7.91,3.42,68
796,BCom,3.06,6.83,0.88,45
797,BSc_Math,7.84,6.13,2.97,84
798,BCA,1.03,5.93,3.1,16
799,BA_English,1.22,6.69,3.88,10
800,BCA,3.27,8.35,0.72,52
801,BCA,5.8,7.89,1.03,68
802,BSc_Math,6.55,5.22,1.32,76
803,BA_English,4.14,8.02,1.45,56
804,BCom,3.73,8.15,0.63,48
805,BCA,4.67,8.1,2.44,52
806,BSc_Math,7.91,7.05,1.96,85
807,BA_English,3.89,8.82,2.0,53
808,BSc_CS,5.58,5.55,1.84,62
809,BCA,7.81,6.43,2.19,82
810,BSc_CS,4.05,4.07,0.52,50
811,BSc_CS,2.57,5.81,0.95,38
812,BCA,3.9,6.51,1.12,44
813,BCom,7.14,4.39,3.86,71
814,BSc_CS,3.39,6.33,3.8,39
815,BCA,3.26,7.37,3.44,37
816,BBA,6.69,5.33,3.79,62
817,BA_English,7.71,5.9,1.69,85
818,BSc_CS,7.09,7.83,2.64,79
819,BCA,7.19,5.3,2.04,79
820,BBA,3.5,7.66,2.77,46
821,BA_English,5.81,5.77,0.54,68
822,BCA,2.87,6.17,2.12,37
823,BSc_CS,1.77,4.79,3.08,18
824,BBA,7.41,7.21,0.87,87
825,BSc_Math,1.79,7.44,1.53,28
826,BCom,7.12,4.25,3.07,71
827,BCA,7.02,4.27,2.69,66
828,BCA,6.67,5.88,0.79,73
829,BBA,4.77,7.7,1.49,54
830,BSc_Math,6.09,6.62,1.64,66
831,BCom,5.82,6.22,3.7,54
832,BA_English,1.05,6.48,0.78,18
833,BSc_Math,6.1,7.63,2.21,70
834,BSc_CS,4.52,5.01,0.6,49
835,BCom,7.68,5.38,0.87,88
836,BBA,3.39,6.06,1.95,40
837,BCom,3.91,4.26,2.68,43
838,BBA,1.82,6.73,3.7,16
839,BCom,1.86,7.38,2.3,30
840,BSc_CS,2.47,8.11,3.55,34
841,BBA,4.56,6.87,2.75,49
842,BA_English,6.83,4.35,1.21,72
843,BBA,3.14,6.15,3.32,34
844,BCom,5.7,8.48,2.78,66
845,BCom,4.05,5.92,1.31,49
846,BSc_CS,2.56,5.43,1.53,32
847,BSc_CS,1.35,7.68,0.66,24
848,BA_English,2.22,5.36,3.55,22
849,BCA,2.06,5.82,2.18,30
850,BCom,3.6,8.93,3.44,46
851,BCom,3.03,7.1,2.48,32
852,BSc_Math,2.37,6.59,0.91,34
853,BSc_Math,1.03,7.04,1.38,17
854,BCom,5.4,7.77,2.55,56
855,BSc_Math,1.14,4.49,3.57,14
856,BSc_CS,2.26,8.77,3.16,31
857,BBA,5.66,4.24,3.01,51
858,BA_English,6.08,7.07,1.65,71
859,BCom,6.39,6.59,1.85,71
860,BBA,3.74,5.74,2.39,39
861,BA_English,6.45,6.45,3.07,66
862,BSc_CS,7.77,8.03,1.32,84
863,BSc_Math,5.54,8.58,2.58,65
864,BBA,2.89,7.37,2.47,32
865,BSc_Math,4.61,6.64,2.47,51
866,BSc_Math,6.77,8.83,3.94,72
867,BCA,3.82,8.53,1.27,49
868,BA_English,2.99,5.23,1.85,36
869,BSc_Math,6.11,4.41,1.01,69
870,BBA,6.61,6.54,3.8,71
871,BCom,6.68,6.89,2.36,69
872,BA_English,6.97,8.26,3.06,78
873,BA_English,1.81,6.83,2.01,27
874,BSc_Math,3.87,8.89,0.84,54
875,BCA,1.52,8.68,1.28,33
876,BBA,7.09,8.8,1.53,86
877,BCA,4.21,4.21,0.75,47
878,BSc_Math,6.9,8.77,2.55,79
879,BBA,5.55,5.39,0.64,67
880,BBA,7.98,8.5,1.33,89
881,BSc_Math,2.54,8.52,1.72,38
882,BSc_CS,4.97,4.16,3.32,43
883,BSc_CS,2.97,5.0,2.66,28
884,BSc_Math,3.95,4.99,2.58,37
885,BCom,4.04,8.87,0.87,53
886,BBA,6.6,7.41,0.81,77
887,BSc_CS,2.37,7.92,2.63,35
888,BBA,3.26,8.09,0.6,47
889,BA_English,7.96,5.81,2.98,80
890,BCA,5.11,4.87,2.16,57
891,BCom,6.27,8.11,1.4,75
892,BCom,7.79,5.97,3.64,81
893,BSc_CS,2.61,6.03,2.67,32
894,BCom,1.6,7.64,3.21,19
895,BBA,6.98,5.03,1.8,78
896,BCA,6.56,4.04,3.82,67
897,BA_English,4.57,8.38,0.96,57
898,BCA,6.12,5.17,1.15,68
899,BCA,7.87,4.19,3.63,80
900,BCom,6.09,4.61,1.46,63
901,BCA,5.61,8.17,3.73,64
902,BCA,2.87,4.23,0.54,39
903,BCom,6.12,8.27,1.7,76
904,BSc_Math,5.78,6.55,2.67,62
905,BBA,7.3,7.46,2.04,81
906,BSc_Math,5.48,4.9,3.62,54
907,BBA,7.9,6.27,3.38,81
908,BA_English,4.44,5.92,2.88,51
909,BSc_Math,3.78,5.91,1.72,40
910,BA_English,2.16,4.7,2.02,23
911,BBA,7.7,6.54,2.59,82
912,BSc_Math,3.78,7.23,2.13,45
913,BSc_Math,7.58,6.94,2.92,79
914,BCA,3.05,5.69,1.21,35
915,BSc_Math,5.72,5.92,2.69,61
916,BCom,6.89,5.5,1.68,75
917,BSc_Math,5.91,8.28,2.79,62
918,BBA,1.89,5.83,2.13,26
919,BCom,4.7,4.63,1.42,51
920,BSc_CS,7.7,6.44,2.64,86
921,BBA,6.46,8.24,3.27,75
922,BSc_Math,1.76,7.59,1.83,27
923,BSc_Math,7.99,5.16,3.15,76
924,BBA,1.57,6.82,2.76,25
925,BCom,4.79,4.34,2.89,44
926,BA_English,6.66,6.51,3.51,71
927,BA_English,4.96,8.71,0.82,61
928,BCA,5.59,4.83,2.75,59
929,BSc_Math,7.8,8.98,2.86,89
930,BBA,5.58,6.23,2.51,64
931,BCA,1.39,7.04,2.98,19
932,BA_English,7.44,8.14,2.74,78
933,BCA,1.44,8.06,2.96,16
934,BBA,5.41,6.29,2.61,56
935,BSc_Math,4.45,4.43,1.79,48
936,BSc_CS,1.41,7.83,0.51,31
937,BCom,1.05,5.92,3.24,16
938,BA_English,4.82,7.86,2.82,58
939,BSc_CS,6.54,4.77,2.41,64
940,BBA,5.61,6.18,0.76,65
941,BSc_CS,1.91,4.81,2.55,23
942,BSc_Math,2.75,7.34,0.51,42
943,BA_English,7.18,6.43,1.88,75
944,BCA,3.48,8.31,2.65,44
945,BCA,3.0,8.83,0.79,48
946,BBA,4.66,4.44,2.78,44
947,BBA,5.15,4.24,0.76,54
948,BBA,7.66,4.39,2.56,77
949,BCA,5.95,6.24,3.37,60
950,BBA,4.31,5.6,3.19,43
951,BCom,5.86,8.14,2.98,63
952,BBA,3.7,4.28,2.64,34
953,BSc_CS,4.5,7.85,0.96,57
954,BA_English,1.87,7.77,2.28,24
955,BCA,4.55,5.77,0.76,52
956,BSc_CS,4.55,6.65,3.03,45
957,BA_English,1.78,7.53,2.94,19
958,BSc_Math,5.94,7.12,1.58,72
959,BSc_Math,1.48,5.24,1.58,20
960,BCom,7.93,8.14,1.44,92
961,BSc_Math,4.34,8.7,3.34,48
962,BSc_CS,5.6,8.65,2.25,71
963,BA_English,7.89,7.83,1.62,90
964,BA_English,7.21,5.86,1.63,74
965,BCom,4.14,8.71,1.27,54
966,BCom,2.59,4.22,3.93,24
967,BCA,4.06,8.09,1.29,55
968,BCA,2.71,6.73,1.8,36
969,BSc_Math,7.81,4.23,1.5,82
970,BCA,1.11,7.77,2.82,15
971,BSc_CS,7.99,7.34,3.74,85
972,BSc_Math,3.98,4.3,2.44,38
973,BSc_CS,2.28,4.16,0.53,27
974,BBA,2.31,7.13,3.0,28
975,BA_English,6.83,8.56,2.38,78
976,BSc_Math,4.59,5.42,0.94,52
977,BBA,4.69,4.14,0.86,55
978,BA_English,6.16,4.88,0.78,66
979,BCA,2.5,5.05,3.7,23
980,BBA,7.26,4.28,2.42,72
981,BSc_CS,6.92,4.17,0.74,76
982,BA_English,1.38,5.51,3.26,17
983,BBA,5.99,4.54,0.63,67
984,BBA,5.64,8.53,2.87,66
985,BCA,4.11,6.91,1.45,50
986,BA_English,4.09,5.77,1.45,46
987,BSc_Math,5.21,8.45,3.17,56
988,BSc_CS,5.97,5.29,3.87,61
989,BCom,5.61,8.5,2.46,69
990,BSc_CS,4.06,6.34,2.92,44
991,BCom,4.1,4.8,2.12,39
992,BBA,4.39,6.73,3.48,46
993,BA_English,5.55,6.29,3.13,60
994,BBA,7.82,6.0,3.42,82
995,BSc_CS,4.66,8.77,0.86,65
996,BCom,7.9,4.92,2.88,78
997,BSc_Math,7.99,5.44,2.49,83
998,BBA,5.01,7.63,0.92,67
999,BBA,1.96,6.44,2.47,28
1000,BCom,2.44,4.55,3.69,24
1001,BA_English,5.06,6.2,3.7,48
1002,BA_English,1.36,6.98,0.98,28
1003,BCom,6.15,4.53,2.32,66
1004,BCA,7.45,8.98,3.57,82
1005,BSc_Math,7.96,5.98,2.82,81
1006,BA_English,7.72,4.98,0.5,83
1007,BSc_CS,6.63,6.43,1.42,74
1008,BSc_Math,4.04,6.07,3.1,45
1009,BSc_CS,2.14,5.97,3.8,25
1010,BA_English,5.69,5.96,1.28,65
1011,BCom,6.19,7.67,2.67,70
1012,BA_English,5.47,5.13,0.75,65
1013,BCA,3.73,6.53,0.53,53
1014,BA_English,1.4,4.13,3.07,12
1015,BA_English,3.99,8.93,1.45,53
1016,BSc_CS,2.84,6.92,1.63,35
1017,BCom,3.36,5.86,2.16,38
1018,BA_English,7.82,4.44,3.89,71
1019,BSc_CS,7.59,4.35,0.68,84
1020,BCA,5.55,7.86,2.75,66
1021,BCA,5.37,7.08,2.53,60
1022,BSc_CS,4.85,6.96,3.13,56
1023,BCA,2.94,4.28,2.52,31
1024,BCom,4.92,7.96,3.52,53
1025,BCA,2.49,6.09,1.58,37
1026,BA_English,3.13,5.61,3.95,27
1027,BA_English,1.09,8.7,3.43,13
1028,BCA,1.85,4.78,1.73,24
1029,BCA,6.37,7.59,3.83,72
1030,BCom,2.86,6.12,1.99,35
1031,BCom,2.61,7.1,2.05,30
1032,BA_English,6.52,4.9,3.75,64
1033,BCom,5.42,5.47,3.41,50
1034,BBA,4.39,5.25,1.63,54
1035,BSc_CS,2.25,7.99,3.84,30
1036,BA_English,6.51,8.4,1.27,75
1037,BSc_CS,4.04,4.63,1.3,42
1038,BSc_CS,2.45,6.42,2.94,33
1039,BCom,6.3,7.69,3.34,63
1040,BCA,2.48,7.16,1.48,30
1041,BSc_CS,1.25,5.3,1.4,22
1042,BSc_CS,1.51,7.54,3.58,21
1043,BCom,3.18,4.64,2.98,35
1044,BSc_Math,3.04,6.29,3.14,31
1045,BSc_CS,1.76,7.22,1.48,26
1046,BSc_Math,4.12,8.25,0.94,50
1047,BCom,3.07,8.21,3.27,38
1048,BCom,2.92,5.69,1.2,32
1049,BA_English,6.54,4.62,1.95,66
1050,BSc_Math,7.76,7.22,1.88,86
1051,BCA,3.61,7.8,2.1,50
1052,BCom,7.43,4.94,2.58,71
1053,BCA,5.01,4.48,2.89,55
1054,BSc_CS,5.74,5.68,1.0,64
1055,BA_English,1.1,5.97,1.7,20
1056,BBA,3.53,4.99,0.81,47
1057,BCA,3.67,8.23,2.81,42
1058,BBA,7.94,6.69,1.89,90
1059,BSc_CS,5.27,8.55,3.35,57
1060,BBA,1.65,4.66,3.54,15
1061,BSc_CS,3.62,5.57,3.0,43
1062,BA_English,1.14,5.1,3.75,6
1063,BA_English,4.33,5.17,0.7,46
1064,BA_English,6.97,6.39,2.79,74
1065,BCA,1.72,8.1,2.41,23
1066,BBA,4.49,8.51,3.13,57
1067,BA_English,5.15,4.87,3.28,49
1068,BCA,2.36,6.59,0.72,35
1069,BSc_Math,3.55,7.89,1.59,45
1070,BCA,1.31,6.96,3.55,16
1071,BCA,6.46,4.79,2.86,61
1072,BA_English,6.12,5.22,1.96,68
1073,BCA,2.19,4.79,1.23,27
1074,BSc_CS,5.91,8.08,3.16,64
1075,BSc_Math,7.26,7.11,2.0,85
1076,BCA,6.24,5.27,0.96,68
1077,BSc_Math,3.17,5.2,1.84,34
1078,BCom,6.15,7.36,1.01,74
1079,BSc_Math,5.26,4.75,3.54,55
1080,BBA,6.59,5.96,0.99,78
1081,BCom,1.42,7.58,1.11,26
1082,BSc_CS,5.85,4.86,3.45,61
1083,BSc_Math,3.95,5.54,3.93,39
1084,BCA,6.86,5.5,3.22,70
1085,BSc_CS,4.3,4.94,1.58,50
1086,BSc_CS,7.72,6.23,3.05,83
1087,BSc_CS,2.18,6.4,2.35,29
1088,BCom,7.49,4.32,2.12,81
1089,BSc_CS,6.84,8.49,0.91,78
1090,BCA,7.8,7.63,1.84,87
1091,BA_English,5.39,6.51,2.12,64
1092,BA_English,3.28,7.03,3.13,41
1093,BSc_CS,1.65,4.86,3.49,11
1094,BA_English,5.01,7.18,3.99,55
1095,BSc_CS,2.68,4.45,1.17,35
1096,BSc_Math,1.76,8.4,2.71,30
1097,BBA,7.12,7.58,3.96,72
1098,BSc_CS,5.1,4.46,3.62,46
1099,BA_English,7.16,7.45,1.62,84
1100,BSc_Math,1.98,6.34,3.8,22
1101,BSc_Math,3.33,6.98,2.8,41
1102,BCA,1.35,7.88,3.01,19
1103,BA_English,2.47,7.25,3.85,26
1104,BSc_CS,1.07,7.21,3.73,16
1105,BSc_CS,1.45,4.27,3.93,9
1106,BBA,7.9,8.91,0.67,93
1107,BA_English,3.06,7.71,1.07,38
1108,BA_English,7.57,6.84,0.61,85
1109,BSc_Math,6.2,4.04,3.66,55
1110,BCA,4.11,6.46,3.36,44
1111,BCA,3.86,8.65,3.57,46
1112,BA_English,2.91,7.05,0.52,46
1113,BCom,2.81,6.75,3.49,33
1114,BCA,1.42,8.94,3.02,18
1115,BBA,2.17,6.24,1.06,32
1116,BCom,3.97,8.16,1.03,51
1117,BSc_Math,7.72,5.28,1.08,88
1118,BA_English,6.3,6.44,1.33,67
1119,BSc_Math,2.94,5.78,1.53,36
1120,BSc_Math,2.54,8.81,2.27,33
1121,BBA,3.16,6.43,2.35,41
1122,BCA,2.36,8.12,3.48,29
1123,BSc_Math,6.86,4.62,1.67,69
1124,BSc_Math,4.52,7.69,1.91,51
1125,BSc_CS,7.72,4.82,3.77,73
1126,BCA,5.68,6.31,1.06,64
1127,BA_English,3.82,8.25,3.96,43
1128,BCA,6.2,5.46,0.96,65
1129,BSc_CS,4.5,5.46,1.1,56
1130,BCA,1.27,8.22,3.72,15
1131,BCom,7.16,8.05,0.73,84
1132,BA_English,2.76,4.78,0.79,30
1133,BSc_CS,6.31,6.21,3.17,70
1134,BCA,3.79,4.06,3.72,32
1135,BCA,7.79,4.52,0.66,84
1136,BSc_Math,4.69,6.25,3.78,48
1137,BCom,6.09,8.32,3.42,63
1138,BSc_Math,1.05,7.07,3.33,12
1139,BSc_Math,3.64,8.43,3.82,38
1140,BCom,4.52,8.44,0.56,55
1141,BSc_CS,2.98,4.39,2.86,34
1142,BCA,3.24,5.09,3.9,26
1143,BSc_Math,4.06,4.37,3.52,37
1144,BCA,2.01,5.92,1.31,24
1145,BBA,1.95,7.29,2.8,28
1146,BSc_Math,1.84,7.65,1.26,32
1147,BSc_Math,4.45,8.71,1.38,57
1148,BA_English,3.78,4.47,2.3,42
1149,BBA,4.25,8.65,0.52,60
1150,BBA,4.85,7.2,0.85,56
1151,BSc_Math,7.32,8.8,3.23,85
1152,BSc_Math,5.66,6.16,1.55,66
1153,BCom,7.39,6.11,1.8,83
1154,BCom,5.42,6.29,3.99,53
1155,BCA,6.31,4.58,0.67,70
1156,BSc_CS,1.74,5.5,3.34,16
1157,BBA,6.76,8.59,3.23,77
1158,BA_English,7.56,7.11,3.53,75
1159,BCA,4.41,7.29,2.13,52
1160,BSc_Math,2.02,5.95,3.42,24
1161,BCom,4.84,6.39,0.58,54
1162,BBA,1.52,6.37,1.75,19
1163,BBA,6.98,7.58,3.48,78
1164,BSc_Math,3.67,7.68,2.23,41
1165,BBA,1.03,4.24,2.36,16
1166,BSc_CS,7.4,5.04,0.82,83
1167,BA_English,5.81,4.83,2.5,63
1168,BCom,4.55,4.47,2.57,46
1169,BSc_CS,3.34,4.2,1.33,40
1170,BBA,4.03,8.34,0.63,58
1171,BSc_Math,7.15,7.62,2.83,81
1172,BCA,6.26,8.02,1.75,74
1173,BSc_CS,1.67,6.59,3.09,22
1174,BA_English,3.78,7.37,2.31,42
1175,BCA,7.98,5.83,3.12,82
1176,BSc_Math,1.41,5.25,1.2,19
1177,BSc_Math,3.31,4.98,0.8,39
1178,BSc_Math,3.66,4.96,3.57,32
1179,BCA,7.21,4.98,3.12,77
1180,BSc_Math,3.74,7.57,1.89,48
1181,BSc_CS,3.91,6.79,2.06,43
1182,BA_English,2.27,9.0,1.74,38
1183,BSc_CS,6.65,4.61,3.07,61
1184,BA_English,5.41,6.36,3.47,60
1185,BSc_Math,6.53,4.77,2.38,67
1186,BSc_CS,7.94,5.07,0.67,88
1187,BA_English,6.36,7.77,1.91,77
1188,BCom,1.13,8.19,1.55,24
1189,BA_English,4.09,5.74,2.62,40
1190,BSc_CS,5.33,4.68,1.0,63
1191,BA_English,7.45,8.07,3.83,75
1192,BA_English,2.67,4.51,1.82,35
1193,BSc_Math,7.57,6.57,0.93,81
1194,BCom,5.84,4.35,1.61,63
1195,BSc_CS,1.95,4.72,1.85,23
1196,BSc_CS,3.29,7.37,3.29,38
1197,BCom,4.13,6.86,2.32,45
1198,BBA,7.46,4.67,1.19,81
1199,BCom,4.53,8.68,3.94,51
1200,BBA,4.29,8.72,3.01,48
1201,BSc_CS,4.54,5.17,1.6,53
1202,BCA,3.92,7.58,0.66,51
1203,BA_English,2.73,4.08,1.99,24
1204,BBA,3.73,6.09,2.21,39
1205,BCA,2.03,8.0,1.82,27
1206,BA_English,1.46,5.4,0.99,22
1207,BSc_Math,7.08,6.1,1.94,75
1208,BA_English,7.42,4.89,0.74,81
1209,BBA,2.91,8.99,1.78,37
1210,BBA,2.73,6.08,0.56,36
1211,BSc_Math,6.42,6.44,2.83,65
1212,BBA,2.91,4.97,2.69,33
1213,BSc_CS,4.46,6.13,1.77,47
1214,BSc_Math,2.85,5.95,0.52,36
1215,BCom,2.62,7.44,2.72,32
1216,BSc_Math,7.88,5.29,0.9,90
1217,BA_English,1.98,7.29,1.75,32
1218,BCA,2.67,4.6,1.45,34
1219,BCA,4.4,7.22,3.75,47
1220,BCom,1.11,6.4,2.43,13
1221,BCA,6.86,4.23,3.51,67
1222,BBA,4.28,5.59,0.64,52
1223,BSc_CS,6.0,5.57,0.81,73
1224,BSc_Math,3.32,7.44,1.46,48
1225,BSc_Math,4.0,4.66,0.86,47
1226,BSc_CS,7.84,6.19,1.12,84
1227,BCA,6.28,5.75,1.05,73
1228,BCom,2.17,7.3,3.4,23
1229,BCA,6.77,5.3,2.95,67
1230,BCA,3.2,5.63,3.42,30
1231,BBA,1.55,6.26,1.73,19
1232,BBA,3.67,4.27,2.22,36
1233,BSc_CS,5.0,4.31,2.29,49
1234,BA_English,2.82,8.35,3.45,36
1235,BCA,1.75,8.31,1.52,29
1236,BA_English,3.49,8.82,3.75,44
1237,BA_English,5.59,8.17,3.79,56
1238,BSc_CS,6.53,6.91,1.68,74
1239,BCA,1.16,8.59,3.59,14
1240,BCA,7.53,5.12,1.96,79
1241,BSc_CS,7.61,7.69,1.75,85
1242,BBA,7.78,5.07,3.76,80
1243,BBA,1.92,4.81,3.34,17
1244,BCA,2.12,6.84,0.96,28
1245,BCA,6.72,5.52,0.91,76
1246,BSc_Math,2.12,4.46,3.29,22
1247,BBA,1.42,8.01,1.9,25
1248,BCom,1.84,6.38,1.0,25
1249,BA_English,4.68,4.14,1.64,47
1250,BBA,1.42,5.26,1.22,25
1251,BCA,1.13,8.38,2.84,18
1252,BA_English,5.4,5.27,1.71,58
1253,BSc_Math,4.02,8.01,3.9,43
1254,BCA,7.05,7.37,1.15,81
1255,BSc_Math,5.44,5.49,1.6,56
1256,BA_English,3.77,6.78,1.24,52
1257,BA_English,2.53,4.5,1.12,29
1258,BCA,2.41,4.08,1.49,26
1259,BSc_Math,5.07,6.54,2.51,55
1260,BBA,1.13,6.61,2.21,22
1261,BSc_Math,7.72,7.06,3.58,84
1262,BCA,7.15,6.99,0.78,87
1263,BCA,1.76,4.79,2.18,16
1264,BA_English,6.17,6.84,1.12,70
1265,BCom,2.72,8.0,0.89,44
1266,BCA,5.13,7.09,3.77,49
1267,BCA,1.9,8.47,0.77,32
1268,BCA,2.39,5.62,3.32,29
1269,BSc_CS,7.13,4.02,1.15,72
1270,BSc_CS,7.45,6.65,3.4,74
1271,BCom,3.41,6.82,2.85,36
1272,BSc_CS,6.05,7.77,2.32,70
1273,BA_English,4.18,5.99,4.0,43
1274,BCom,4.27,8.31,1.39,55
1275,BSc_CS,2.7,4.55,1.65,31
1276,BCom,3.93,5.67,1.6,43
1277,BSc_CS,6.2,7.48,3.1,71
1278,BSc_Math,6.88,4.91,3.56,63
1279,BCA,6.62,6.21,2.96,70
1280,BA_English,5.54,5.71,3.36,60
1281,BCom,4.13,7.47,3.68,49
1282,BSc_CS,2.77,8.86,1.82,38
1283,BSc_CS,4.89,7.48,2.07,61
1284,BSc_CS,2.08,6.88,0.66,27
1285,BCom,7.8,6.26,3.49,77
1286,BCom,2.15,7.75,0.59,32
1287,BSc_Math,2.69,6.38,2.17,31
1288,BCA,1.13,5.62,2.96,11
1289,BCom,3.09,7.73,2.73,35
1290,BA_English,1.52,8.98,3.81,20
1291,BCom,6.08,4.67,1.5,69
1292,BSc_Math,7.15,6.56,1.21,80
1293,BSc_Math,3.26,8.09,2.01,45
1294,BBA,4.34,5.14,1.65,51
1295,BBA,2.81,8.21,1.03,40
1296,BA_English,4.49,8.77,2.39,51
1297,BBA,6.91,4.94,1.07,76
1298,BSc_CS,7.03,5.69,3.69,71
1299,BSc_CS,3.34,7.43,3.22,33
1300,BBA,7.94,8.73,1.14,97
1301,BCom,1.23,6.46,2.64,14
1302,BA_English,4.66,5.6,3.07,51
1303,BCA,3.93,5.68,2.59,47
1304,BCA,6.05,8.38,2.73,64
1305,BSc_CS,1.95,8.33,1.94,26
1306,BCA,5.48,5.89,1.88,62
